m0,s0,sk0,m1,s1,sk1,m2,s2,sk2,camera name,value
67.0957345145,111.505924824,1.0819403091,66.6472997583,111.271056302,1.0923609369,67.7008986548,111.829842358,1.0679455571,Samsung-Galaxy-Note3,3
28.0708592274,79.3597970237,2.4985021021,27.8687472458,79.1078172364,2.5116964295,28.4065318924,79.7723615396,2.4770053043,Samsung-Galaxy-Note3,3
76.1206585225,115.7777539607,0.8863515846,74.992312119,115.2814193453,0.9099332693,75.609752039,115.5383457927,0.8972712545,Samsung-Galaxy-Note3,3
83.4527934477,118.7438428857,0.741935088,83.1783900332,118.6847833614,0.7469328145,84.4607174215,119.115613712,0.7225558341,Samsung-Galaxy-Note3,3
69.504762647,112.7485122568,1.0272517172,69.3941177747,112.7034562268,1.0296782715,70.4109048768,113.202473699,1.007071021,Samsung-Galaxy-Note3,3
73.4368669418,114.6685064326,0.9419237694,72.7123799818,114.342281603,0.9573871102,73.3515460684,114.6110167074,0.9439238334,Samsung-Galaxy-Note3,3
44.4347326132,96.1498589602,1.7234583359,44.2202141298,95.9769359523,1.731142201,44.7111455809,96.3831272216,1.7134242841,Samsung-Galaxy-Note3,3
60.037727684,107.4884692272,1.2530179663,59.7685191445,107.3329525607,1.2599320724,60.4164852414,107.7130117766,1.2432888001,Samsung-Galaxy-Note3,3
70.8054641648,113.3563136832,0.9987207708,70.5508679199,113.2583681346,1.0043038929,71.5382591274,113.7203019425,0.9827749607,Samsung-Galaxy-Note3,3
41.9218196022,93.9474231456,1.8175739929,41.6901710926,93.7462390429,1.8266016906,42.29046106,94.2774538979,1.8032060989,Samsung-Galaxy-Note3,3
90.5665589591,121.1905351736,0.6113256669,90.0459372016,121.0544304013,0.6205432821,91.9203912567,121.5694066786,0.58705142,Samsung-Galaxy-Note3,3
55.639380062,104.6145679289,1.3706137867,55.5155102399,104.5390291755,1.3740110882,56.2192271932,104.99687262,1.3544154432,Samsung-Galaxy-Note3,3
39.3779443259,91.6077143934,1.9187494046,39.3702192001,91.603450497,1.9190486389,39.7870229528,91.9880103511,1.901760646,Samsung-Galaxy-Note3,3
28.8183443127,80.2627559596,2.4516707295,28.728615714,80.1599652465,2.4572110549,29.1428627169,80.6524592664,2.4314364506,Samsung-Galaxy-Note3,3
65.7354240113,110.7905384801,1.1134361229,65.3686702522,110.5999596666,1.1220060523,66.492758953,111.1973102862,1.0955683732,Samsung-Galaxy-Note3,3
91.1521014237,121.1078303543,0.6005379629,89.8823284733,120.7550265013,0.6233597307,90.0423109923,120.783633379,0.6204935849,Samsung-Galaxy-Note3,3
90.371860269,121.0326290503,0.6148100268,89.7484470877,120.8609888221,0.6260165511,90.488574488,121.0560758937,0.6127921921,Samsung-Galaxy-Note3,3
89.5878221211,120.7554076478,0.6291754462,89.0573240081,120.6138491631,0.6386893269,90.1518372669,120.9202119876,0.6189545206,Samsung-Galaxy-Note3,3
49.8015013955,100.4981598962,1.5431120141,49.6049232485,100.357226502,1.5492996647,49.9839010409,100.6324379153,1.5373302543,Samsung-Galaxy-Note3,3
90.6958742505,120.985391046,0.6092435195,90.8208179138,121.0353870714,0.6069099967,91.3790585418,121.1735229862,0.5970626961,Samsung-Galaxy-Note3,3
77.0592872398,116.2487350959,0.8672558591,76.2998937113,115.942242205,0.8827579796,76.9660477135,116.2102647443,0.8692336153,Samsung-Galaxy-Note3,3
49.669708956,100.4123157263,1.5474610454,50.0174111882,100.6909586448,1.5362123348,49.820645252,100.5179575243,1.5426075216,Samsung-Galaxy-Note3,3
88.5653527265,120.3146820764,0.6473208783,88.3484901123,120.2633142617,0.6512724541,88.741206145,120.3623119879,0.6441761982,Samsung-Galaxy-Note3,3
84.84661848,119.4332284948,0.7162520752,83.8588040165,119.1093203587,0.7347117659,86.2669199108,119.9092756323,0.6897379053,Samsung-Galaxy-Note3,3
36.0084423763,88.2727959555,2.0668697717,35.8188363204,88.0878535665,2.0757180961,36.0958455188,88.3607669649,2.0627068546,Samsung-Galaxy-Note3,3
26.3077000038,77.1362507441,2.6167376267,25.9483679867,76.6607014708,2.6422290806,26.0239976856,76.7629779982,2.6364914623,Samsung-Galaxy-Note3,3
24.0575924424,74.1212640303,2.7828274927,24.1568774246,74.2621358645,2.7749320335,24.0827873884,74.1492900739,2.7808440921,Samsung-Galaxy-Note3,3
94.0392966627,121.984904359,0.5502118178,93.7099339232,121.9132298107,0.5559624811,94.6256211649,122.1251672575,0.5400243827,Samsung-Galaxy-Note3,3
89.2338276988,120.5309377899,0.6351983549,88.6251244625,120.3684948583,0.6462204412,88.8838546779,120.4308768897,0.6414864774,Samsung-Galaxy-Note3,3
95.9840518983,122.5010348342,0.5162846593,95.4495493894,122.3985356664,0.5254580769,96.0643957319,122.5309200246,0.5148630012,Samsung-Galaxy-Note3,3
94.6914482678,122.2351401953,0.538678759,94.1946053172,122.1311207762,0.547277793,95.1989048551,122.3595512072,0.5298107843,Samsung-Galaxy-Note3,3
52.2522673459,102.2862573433,1.4682174601,51.9465821115,102.0793969623,1.4773343092,52.6225043859,102.55086759,1.4570790485,Samsung-Galaxy-Note3,3
81.2080541534,117.8165690472,0.7854033524,80.9047438263,117.7211395568,0.79121984,81.4832238522,117.9259155117,0.7799881562,Samsung-Galaxy-Note3,3
80.6042026596,117.5650669854,0.7966552367,80.2560481683,117.4400222472,0.8034548452,80.8763433187,117.6648515241,0.7913336358,Samsung-Galaxy-Note3,3
80.6262756103,117.6265777272,0.7968010185,80.3367373255,117.5400993285,0.8023815158,81.068913314,117.8053877409,0.7880146471,Samsung-Galaxy-Note3,3
55.6833579963,104.6602028146,1.3693759389,55.5013644972,104.5429100803,1.3744430142,56.1397227772,104.9619878065,1.3566285232,Samsung-Galaxy-Note3,3
33.4943887545,85.6479793369,2.1892557118,33.349265473,85.4956704131,2.1966867392,33.9568611704,86.145987816,2.1656742483,Samsung-Galaxy-Note3,3
93.2283874458,121.8297650758,0.5640218343,92.5323017238,121.6535218108,0.5763207823,93.330593489,121.8390032919,0.5623831733,Samsung-Galaxy-Note3,3
90.9981782362,121.2329835561,0.6035259083,90.1847830033,121.0108192374,0.6181120032,91.0691767405,121.2448232718,0.6023387907,Samsung-Galaxy-Note3,3
60.1842887004,107.5197765886,1.2490445649,59.3587572779,107.0149364197,1.270577968,59.6412345846,107.1778121,1.2632074432,Samsung-Galaxy-Note3,3
97.5413758021,122.6000591936,0.4894932321,96.8376884778,122.4471536682,0.5016490058,97.2934376231,122.5355500898,0.4939100461,Samsung-Galaxy-Note3,3
96.6935105062,122.6426024263,0.5041269262,96.5638456139,122.6307400184,0.5062936177,97.7771470147,122.8857737166,0.4855334744,Samsung-Galaxy-Note3,3
93.5271829033,121.7977471048,0.559383246,93.5593933407,121.8282466068,0.5586507349,94.197655118,121.9699551473,0.5476021125,Samsung-Galaxy-Note3,3
72.5240560046,114.2017128313,0.961450199,72.0770611742,114.018818135,0.9710054767,72.916777358,114.3933856977,0.9530035296,Samsung-Galaxy-Note3,3
93.0408451933,121.5573173679,0.5675164636,92.4849980428,121.4163468028,0.5773647238,92.9931363049,121.5398503573,0.5683538517,Samsung-Galaxy-Note3,3
98.070455272,122.8582375303,0.4805562229,97.143481378,122.6589536872,0.496498436,97.5442234166,122.7239391042,0.4897780211,Samsung-Galaxy-Note3,3
30.9620483253,82.8237740391,2.3247416681,30.8710860559,82.7211681047,2.3298866503,30.9617567304,82.8202197297,2.3245692628,Samsung-Galaxy-Note3,3
70.4489684948,113.2070646892,1.0067289658,70.0995257697,113.0519621863,1.0143507703,70.8349232819,113.4023908319,0.9981099303,Samsung-Galaxy-Note3,3
70.3377488833,113.1088637876,1.0089356283,70.1862168782,113.0528834697,1.0121771176,70.8911189899,113.3877685522,0.9966864976,Samsung-Galaxy-Note3,3
94.1819808755,122.0668783129,0.5477206073,93.7139664876,121.967756702,0.5557727927,95.4075815297,122.3664498364,0.5262792965,Samsung-Galaxy-Note3,3
83.9185461235,118.8297229674,0.7334242317,83.3576587111,118.6647858373,0.7439977182,84.2737181927,118.9669187476,0.7266376533,Samsung-Galaxy-Note3,3
62.891899254,109.2171735078,1.1812346094,62.6031518747,109.0597516595,1.188296778,63.1619547228,109.3634715682,1.1746359996,Samsung-Galaxy-Note3,3
83.6954555849,118.645530405,0.7378306842,84.5458163906,118.9757573144,0.7214170921,84.0013006488,118.7378746768,0.7320689397,Samsung-Galaxy-Note3,3
86.0969819564,119.5976242872,0.6924757412,85.3476297248,119.3589796698,0.7065627639,85.7838999142,119.487572604,0.6984451204,Samsung-Galaxy-Note3,3
41.9073668241,93.8686578322,1.8178783935,41.6093541345,93.6065655331,1.8294704304,42.0541818776,94.0005584281,1.8121002292,Samsung-Galaxy-Note3,3
57.957748683,106.248705336,1.3074137892,57.9190154922,106.227719465,1.3084472121,58.5517503205,106.6190722664,1.2916277486,Samsung-Galaxy-Note3,3
23.2710817367,73.0545523791,2.8460405104,22.9442565509,72.5901343804,2.8733951092,23.3983903962,73.2292212778,2.835421501,Samsung-Galaxy-Note3,3
62.7310267186,109.0895478659,1.1854355625,62.2589548321,108.8375063378,1.1969892415,63.3525309184,109.4510330641,1.1700801339,Samsung-Galaxy-Note3,3
98.1481429318,122.8282042055,0.4795866354,97.9416796659,122.8032424106,0.4830643465,97.6430439335,122.7039220212,0.4881286974,Samsung-Galaxy-Note3,3
66.4149368152,111.1360832218,1.0975122928,66.0376156364,110.9424965745,1.1062717895,67.0623318243,111.4848590585,1.0824273762,Samsung-Galaxy-Note3,3
41.7152512786,93.708482989,1.8258344878,41.7427194129,93.7416426316,1.8247089692,42.7015278529,94.5889205378,1.7873810613,Samsung-Galaxy-Note3,3
63.38650647,109.4625895826,1.1693060785,63.3536046553,109.4532871298,1.1700317152,64.1478525888,109.88368149,1.1507857463,Samsung-Galaxy-Note3,3
93.4140490939,121.832023184,0.5610098655,92.7402328753,121.6683578362,0.5728072863,94.0634480225,121.9935085381,0.5496556462,Samsung-Galaxy-Note3,3
44.1165784892,95.860304649,1.7352519766,43.8841690161,95.6640584136,1.7437746021,44.6673524102,96.3244354424,1.715281998,Samsung-Galaxy-Note3,3
68.0328125104,112.0148588465,1.0602974567,67.8048208825,111.9184061955,1.0653652099,68.6404636056,112.3298173062,1.0464317597,Samsung-Galaxy-Note3,3
93.0728245456,121.7974753718,0.567066497,92.4192868476,121.6365492103,0.5785380721,93.8579871335,121.9862362795,0.5533420045,Samsung-Galaxy-Note3,3
67.4410147878,111.6455108379,1.0738790713,68.2214537471,112.0735284842,1.0560006125,69.1030977288,112.5010699488,1.0362221169,Samsung-Galaxy-Note3,3
30.9722309857,82.8313762487,2.3245318915,30.8641983655,82.721036688,2.3304996322,31.5220536501,83.463537047,2.2934588256,Samsung-Galaxy-Note3,3
76.0580697399,115.731235368,0.8876859962,76.2799227477,115.8382324416,0.8831761399,77.0627834574,116.1534806149,0.867237409,Samsung-Galaxy-Note3,3
61.8891463687,108.5498915251,1.2062653875,61.3272961194,108.2309706054,1.2203625501,61.6928346737,108.4364867535,1.211189619,Samsung-Galaxy-Note3,3
91.0044106466,121.246656267,0.6034746514,90.9516774583,121.2568970114,0.604420763,92.5052367104,121.6550227974,0.5769498775,Samsung-Galaxy-Note3,3
56.1834579419,104.9806076852,1.3554575513,55.847979117,104.7669305509,1.3647217241,56.1372868384,104.9502153534,1.3567051273,Samsung-Galaxy-Note3,3
92.6064321347,121.7296592839,0.5752026042,91.8887518028,121.5503364787,0.5878979551,93.6042900859,121.971554119,0.5578055795,Samsung-Galaxy-Note3,3
94.35805359,122.0963462036,0.5446399877,93.4386139029,121.8712012205,0.5607306127,94.5992303147,122.1474958257,0.5405081679,Samsung-Galaxy-Note3,3
65.1895847731,110.4855648174,1.1260163976,64.8677304716,110.3136880944,1.1336755409,65.2554431742,110.5138926697,1.1245149063,Samsung-Galaxy-Note3,3
89.686705756,120.8160179542,0.6269760469,88.7861786318,120.5530066797,0.643323629,90.0031013386,120.8841019918,0.6214978434,Samsung-Galaxy-Note3,3
88.4243744742,120.2888984443,0.6499322179,88.0776079537,120.19971041,0.6562092544,88.6927466215,120.3792583276,0.6449740738,Samsung-Galaxy-Note3,3
77.4880085123,116.3938959429,0.8590545686,77.115395,116.2521895696,0.8665444422,77.9049420483,116.5669629488,0.8505579856,Samsung-Galaxy-Note3,3
61.0893504121,108.1309302537,1.2263489922,61.3711024353,108.3180651285,1.2191132504,61.5572489968,108.4181656986,1.2143749615,Samsung-Galaxy-Note3,3
77.4945630855,116.4291061131,0.8586443246,77.2279943405,116.3255388744,0.8639673237,78.3783015427,116.8028313854,0.8409277824,Samsung-Galaxy-Note3,3
77.5267522401,116.4752713996,0.8584943965,78.8560979742,117.0387133114,0.8318274899,79.8941633658,117.4347501143,0.8112592551,Samsung-Galaxy-Note3,3
70.2241232748,113.093482785,1.0113716479,69.8935606668,112.9372431726,1.0186718867,70.4261018218,113.1881372982,1.0069220443,Samsung-Galaxy-Note3,3
65.1355661677,110.4696071165,1.1273808216,64.710354571,110.2395122204,1.1374997123,65.3557853052,110.5840604038,1.1221637564,Samsung-Galaxy-Note3,3
71.7263115406,113.7392030969,0.9792594172,72.205807673,113.9907441656,0.9687517669,73.0445972214,114.3715037048,0.9507473084,Samsung-Galaxy-Note3,3
46.6252697905,97.9296715371,1.6470985596,46.4652593118,97.8162353304,1.6524657301,47.133232574,98.3446364637,1.6297490319,Samsung-Galaxy-Note3,3
92.7797300551,121.6685899538,0.5721861055,92.5221113431,121.6139021883,0.576712525,93.3836007451,121.8270069938,0.5614866419,Samsung-Galaxy-Note3,3
48.3795117397,99.2693830217,1.5895313456,48.0378156319,99.0189853259,1.6006797163,49.0731519248,99.8240840072,1.5665396004,Samsung-Galaxy-Note3,3
79.3380995274,117.1378555435,0.8220120307,79.2643953981,117.1202946588,0.8234330343,80.7069712357,117.6702175318,0.7949838257,Samsung-Galaxy-Note3,3
98.5367282281,123.0509475904,0.4727056088,98.2242390782,122.9907941049,0.4780465898,98.6705253173,123.072615577,0.4704918082,Samsung-Galaxy-Note3,3
43.6673505323,95.4609673237,1.7512002289,44.5833532599,96.2541669917,1.7178842356,45.1915750255,96.7620983203,1.6961466154,Samsung-Galaxy-Note3,3
74.1718593509,114.9844834704,0.9266549327,73.797037542,114.8329489762,0.9344662007,74.5770197563,115.1590818577,0.9181702273,Samsung-Galaxy-Note3,3
92.6603839705,121.6690890088,0.5740969901,92.3302882272,121.5989511364,0.5798546642,93.0149516714,121.7549321193,0.5678682161,Samsung-Galaxy-Note3,3
39.0692778337,91.279752343,1.9319056821,39.0832713629,91.3073786196,1.9312376654,39.4598495224,91.6532103373,1.9153763498,Samsung-Galaxy-Note3,3
66.6722312778,111.2642892605,1.091807961,66.4844953937,111.1678682181,1.0961246093,67.2778840873,111.5851055915,1.0777044398,Samsung-Galaxy-Note3,3
20.4878362679,68.9618539817,3.0951042693,20.4565222109,68.9177280155,3.0981630167,20.5060206259,68.9846012676,3.0934880003,Samsung-Galaxy-Note3,3
94.0959875083,122.0194633306,0.5492663424,93.6073599176,121.8975807243,0.5577883784,94.4631148636,122.1051535079,0.542867492,Samsung-Galaxy-Note3,3
84.4874194802,119.1002181578,0.7229671609,84.0529900422,118.953378241,0.7311990263,85.1623588869,119.3266876842,0.7102778835,Samsung-Galaxy-Note3,3
76.3795971838,115.9723575242,0.8812838325,75.9467068869,115.7934550599,0.8901833857,76.8122991699,116.1543351927,0.8724579518,Samsung-Galaxy-Note3,3
81.0303202348,117.8424129613,0.7886031357,80.6228650455,117.702596889,0.7965316584,81.3771554027,117.9778442224,0.7818450898,Samsung-Galaxy-Note3,3
70.875434732,113.4474855559,0.9969453347,70.3786345555,113.2165239464,1.0078525248,70.9291465106,113.4626528519,0.9958661321,Samsung-Galaxy-Note3,3
59.935262909,107.3507893566,1.2558649626,60.58557032,107.7698268502,1.239052294,60.4566177747,107.6726313784,1.2423499299,Samsung-Galaxy-Note3,3
89.2203568495,120.5943095649,0.6354663006,89.0547626678,120.5576228738,0.6384063123,89.803420914,120.7612394997,0.6249105292,Samsung-Galaxy-Note3,3
47.7849148105,98.8671567159,1.6084271239,47.8137007032,98.9085267543,1.6073170369,48.2594589418,99.2357216182,1.5927279254,Samsung-Galaxy-Note3,3
81.9744604608,118.1041481771,0.7704546998,81.7104913442,118.0176104433,0.775509697,82.0371945713,118.1250267204,0.7692222513,Samsung-Galaxy-Note3,3
69.5905412043,112.8026042316,1.0249659253,69.725411926,112.8832055221,1.0219080328,70.3411372263,113.1813333966,1.0082269116,Samsung-Galaxy-Note3,3
71.3335079773,113.5739363121,0.987288507,71.2086581043,113.5318370854,0.9898209555,72.0585905419,113.9237475941,0.9714041656,Samsung-Galaxy-Note3,3
43.9033093255,95.7046598331,1.742929931,44.0171890753,95.8120395097,1.7386317777,44.4092047587,96.141006701,1.724363742,Samsung-Galaxy-Note3,3
91.9375410006,121.4438449564,0.5869054741,91.3053301042,121.2900374988,0.5981327554,92.7252652418,121.6690878694,0.5729476539,Samsung-Galaxy-Note3,3
28.1251114216,79.4316812654,2.4948480588,28.058160609,79.3562813353,2.499044854,28.4644474366,79.8464171133,2.4731599521,Samsung-Galaxy-Note3,3
51.6782152849,101.8367568721,1.4852852538,51.5506370435,101.7520047611,1.4890910091,52.2216748167,102.2295235331,1.468799998,Samsung-Galaxy-Note3,3
73.3344696666,114.594758911,0.9442601011,72.8827663352,114.4080013281,0.9537993285,73.5564151084,114.7003025652,0.9394979291,Samsung-Galaxy-Note3,3
89.7421716944,120.8776202977,0.6261750968,89.5398673332,120.831834999,0.6297970482,90.9485429436,121.2157954327,0.6045864503,Samsung-Galaxy-Note3,3
42.1992715657,94.2047796974,1.8065702026,41.9489701641,93.9930951781,1.8161896313,42.4308780313,94.4168010656,1.7975900916,Samsung-Galaxy-Note3,3
66.234079232,111.0689844839,1.1014774508,65.5247052336,110.6966337695,1.1181550225,66.2046562122,111.0416173572,1.1022779105,Samsung-Galaxy-Note3,3
95.8426748025,122.4493805434,0.5188225363,95.9068052301,122.4764002906,0.5177156949,96.7467325723,122.6597145499,0.5033434237,Samsung-Galaxy-Note3,3
84.4387942849,119.0944179109,0.7234711747,84.0438381357,118.9695901757,0.7308889755,84.7692241886,119.1959857552,0.7173140602,Samsung-Galaxy-Note3,3
85.3335632708,119.3570372197,0.7068295551,85.1154603089,119.3116911422,0.710834719,85.9745833584,119.5814487411,0.6947908788,Samsung-Galaxy-Note3,3
61.0385408112,108.086256066,1.2276245691,60.5602913904,107.8145888019,1.2397326077,61.1394696791,108.1461976045,1.2250489258,Samsung-Galaxy-Note3,3
95.2721086306,122.3135164797,0.5281458516,94.4598791514,122.1279558135,0.5423213849,95.0381099393,122.2475282991,0.5323639082,Samsung-Galaxy-Note3,3
60.3881090421,107.6595223061,1.2441998572,60.3104320236,107.6255367983,1.2460528294,60.825917225,107.9202622864,1.2328788953,Samsung-Galaxy-Note3,3
82.6465584083,118.5050830327,0.7571776666,82.0462051142,118.2987082822,0.7687186715,82.5484020391,118.4570880029,0.7591835033,Samsung-Galaxy-Note3,3
95.8918986281,122.3824258551,0.5180653563,95.6413065705,122.3418121655,0.5222537002,96.1649596629,122.4435167189,0.5133432873,Samsung-Galaxy-Note3,3
41.4846987277,93.5774630885,1.8340060292,41.2217538968,93.3423911192,1.8443695674,41.9938119287,94.0292178003,1.8140837025,Samsung-Galaxy-Note3,3
93.7195590585,121.98139952,0.5558770429,93.3108953413,121.8935512328,0.5630029796,94.1436269146,122.0884987927,0.5484210138,Samsung-Galaxy-Note3,3
86.157495877,119.6444796822,0.6914717585,85.5731381536,119.4736114834,0.7022793361,86.492920243,119.7595202095,0.6852071477,Samsung-Galaxy-Note3,3
78.9947922926,116.9918764385,0.829005971,79.5514627944,117.293149074,0.8173699771,81.3097557739,117.9532107912,0.7827703706,Samsung-Galaxy-Note3,3
74.0646656267,114.9519043047,0.9291186253,73.7481668645,114.8298537936,0.9356693057,74.4791003145,115.1451377671,0.920332175,Samsung-Galaxy-Note3,3
36.7364888804,89.027952047,2.0335862857,36.6312815486,88.9347407936,2.0383310892,37.0742795989,89.3707750004,2.018157199,Samsung-Galaxy-Note3,3
86.2171647462,119.6680144769,0.6905016481,85.7843513386,119.5477197356,0.6984687025,86.6154688637,119.8047015483,0.6830499364,Samsung-Galaxy-Note3,3
94.53375323,122.2231367802,0.5410569646,93.98828571,122.0978761617,0.5505460657,94.8869215884,122.2970080504,0.5350124116,Samsung-Galaxy-Note3,3
82.3085124008,118.2579384559,0.7640067292,81.9612815194,118.1516861498,0.7706212014,82.5010585051,118.3342954781,0.7602366455,Samsung-Galaxy-Note3,3
82.3193041242,118.298877313,0.7638997434,81.1722491178,117.8912518019,0.7862041691,81.789697697,118.1015280769,0.774246973,Samsung-Galaxy-Note3,3
83.7897675963,118.8107389735,0.7358804546,83.5218934033,118.7352085776,0.740858872,84.0819820857,118.9175818537,0.7302645195,Samsung-Galaxy-Note3,3
72.8573949716,114.2451687476,0.9552161702,72.8708782358,114.2767175788,0.9548585912,74.0677421354,114.814651894,0.9291973822,Samsung-Galaxy-Note3,3
51.5800584984,101.7807094011,1.4881010299,51.2554876176,101.5497428952,1.4979402432,51.8048046074,101.9411629885,1.4812446612,Samsung-Galaxy-Note3,3
34.0941301688,86.2564347884,2.1590200487,33.824052374,85.970376822,2.1725923921,33.8263811687,85.9648601653,2.1723797428,Samsung-Galaxy-Note3,3
98.2184882427,123.0837339176,0.4777389106,97.8486582879,123.0185175064,0.4840248477,98.9791053222,123.2421712711,0.4647981901,Samsung-Galaxy-Note3,3
48.3435975778,99.3342251574,1.5900025103,47.9844658691,99.0595766457,1.6017870586,48.5160824753,99.471843602,1.5842488789,Samsung-Galaxy-Note3,3
87.8836582295,120.2209320364,0.6595196671,87.0160857095,119.9530985277,0.6755952321,87.6114994174,120.1273529686,0.6646824423,Samsung-Galaxy-Note3,3
83.9091849365,118.8634188916,0.7336053979,83.5411120626,118.7605513956,0.7404296122,84.4176027958,119.0493335597,0.723848833,Samsung-Galaxy-Note3,3
62.6084139366,109.0282510282,1.1880799394,62.2540376764,108.8330967737,1.1968003969,62.7059563394,109.0753628948,1.1857454577,Samsung-Galaxy-Note3,3
66.4027375074,111.1378250873,1.0975930582,66.2766675263,111.0888931981,1.1003987842,67.0775996076,111.5030300436,1.0817806459,Samsung-Galaxy-Note3,3
90.9279694897,121.0075927231,0.605103517,90.7293604025,120.9545867673,0.608617065,91.0748070779,121.0438628883,0.6025164469,Samsung-Galaxy-Note3,3
56.9802983052,105.5187375422,1.3334664554,56.7343561168,105.3691708712,1.3400971965,57.2432420928,105.6867243822,1.3263170772,Samsung-Galaxy-Note3,3
91.842243096,121.3216067409,0.5883493904,91.4604967692,121.2338419971,0.5950879035,91.837047595,121.3170952815,0.5884643445,Samsung-Galaxy-Note3,3
86.0425383215,119.6344242626,0.6938676995,84.0289959037,118.9541427142,0.7317109585,84.6220439894,119.1295804111,0.7206516897,Samsung-Galaxy-Note3,3
71.4880770553,113.749602007,0.9839314294,71.2556681039,113.6587163987,0.988911678,72.0974673914,114.0423388464,0.9706726426,Samsung-Galaxy-Note3,3
88.403821677,120.3959709764,0.6504925196,88.3686815195,120.388663225,0.6510842218,88.8137960584,120.5209300748,0.6430047091,Samsung-Galaxy-Note3,3
70.2407230051,113.0801542875,1.0114411554,70.1311964175,113.0533587414,1.0137142199,71.2243148198,113.5731563037,0.9896713574,Samsung-Galaxy-Note3,3
89.816190162,120.9633075792,0.6247527504,89.3615519984,120.8330519575,0.6329111506,90.7511131726,121.2252012285,0.6079932854,Samsung-Galaxy-Note3,3
58.6124068566,106.5604464148,1.2898528138,58.4687948608,106.475806587,1.2936345587,58.6624167885,106.5882355559,1.2885051926,Samsung-Galaxy-Note3,3
62.3245316537,108.8303575008,1.1949220845,61.7971482333,108.5251017634,1.2080817984,61.8749020366,108.5563776516,1.2061627529,Samsung-Galaxy-Note3,3
88.4423303554,120.3043410592,0.649787992,87.6876294702,120.0946016117,0.6635377763,86.2942944635,119.6264463526,0.6890587173,Samsung-Galaxy-Note3,3
94.9935801134,122.310938392,0.5338900157,94.8683331706,122.3004560595,0.5359841507,95.5862228874,122.4690221604,0.5235215064,Samsung-Galaxy-Note3,3
71.5561469872,113.7655562456,0.9824131411,71.3199711931,113.6709018948,0.9874496099,72.1774276135,114.0598457985,0.9689330351,Samsung-Galaxy-Note3,3
94.2759844953,122.1536091328,0.5458354509,94.0445829285,122.1126698741,0.5498226044,95.7430472094,122.5106073405,0.5203633749,Samsung-Galaxy-Note3,3
55.20233712,104.2666440271,1.3827464172,54.7299469308,103.945975432,1.3962822789,55.4093744992,104.4053233008,1.3768903131,Samsung-Galaxy-Note3,3
87.9337946062,120.4240743849,0.6590276741,87.5806138328,120.3249986731,0.6653829765,89.0249927597,120.7648762265,0.6391221615,Samsung-Galaxy-Note3,3
83.4720153411,118.6594395576,0.7418977316,83.3091634033,118.6197088056,0.7449683751,84.0998396906,118.8845937293,0.729995382,Samsung-Galaxy-Note3,3
90.7746143645,121.1890710621,0.6076765627,90.9114764863,121.2543218035,0.6050754662,92.5109610467,121.6728582372,0.5767011159,Samsung-Galaxy-Note3,3
47.9264402597,98.9467974531,1.6038920471,48.1207696311,99.1145736706,1.5974221065,48.7215625605,99.5739105927,1.5777640741,Samsung-Galaxy-Note3,3
44.5680714968,96.2364924407,1.7183228456,43.9211642179,95.687404747,1.7419562126,44.2500210741,95.9610156627,1.7299489498,Samsung-Galaxy-Note3,3
91.6171531241,121.5216857987,0.5924877611,90.8516798161,121.3164346126,0.6060623155,92.4924288613,121.7485964069,0.5770146769,Samsung-Galaxy-Note3,3
48.6855657713,99.4357664542,1.5788965656,48.6546747616,99.4342066045,1.5798155943,48.7419840095,99.4942319006,1.5768507331,Samsung-Galaxy-Note3,3
91.5420615456,121.2822892928,0.5938352916,91.0115929573,121.1493018413,0.6032524428,91.5042483132,121.2698203926,0.5945175296,Samsung-Galaxy-Note3,3
69.6600315528,112.7434460645,1.0240274096,69.0076630511,112.4302295911,1.0386348011,69.5245791018,112.6723996829,1.0271426141,Samsung-Galaxy-Note3,3
75.2640730266,115.4977148738,0.9037897509,73.7230282552,114.8009619355,0.9363479177,74.3667288249,115.0799254049,0.9228590267,Samsung-Galaxy-Note3,3
75.8066926191,115.6635642885,0.8929920651,75.4742894683,115.5422823657,0.8998012955,76.0407776935,115.7650697894,0.8881452879,Samsung-Galaxy-Note3,3
76.6352578805,116.0597093474,0.8758614014,76.0763959831,115.8346301836,0.8872771623,76.5706960594,116.0292849711,0.8771919493,Samsung-Galaxy-Note3,3
85.4648863416,119.5077916024,0.70477784,85.3110752016,119.4650434298,0.7075748018,86.2604613188,119.7660111354,0.6899829998,Samsung-Galaxy-Note3,3
28.502758206,79.8961097643,2.4711549926,28.3432358749,79.7005340245,2.4813254896,28.7357084076,80.1785354709,2.4564260227,Samsung-Galaxy-Note3,3
92.8520335901,121.7147718769,0.5710809896,92.3922434299,121.6045966742,0.5791153655,93.5587078059,121.9049099774,0.5585672745,Samsung-Galaxy-Note3,3
59.9395083011,107.3645760546,1.2555022666,59.3443340244,107.0047103592,1.270988504,58.9568111976,106.747229961,1.2811444312,Samsung-Galaxy-Note3,3
78.3878890158,116.7656761761,0.8405978651,77.9286440702,116.5980736964,0.8497990339,78.4102774523,116.7827220535,0.8401246101,Samsung-Galaxy-Note3,3
80.8320970545,117.7459929504,0.7928914212,80.9388840064,117.8103417243,0.7907342592,81.9886473085,118.1869918712,0.7703784203,Samsung-Galaxy-Note3,3
71.8419241674,113.8607883872,0.9764534335,71.6921063646,113.7990673153,0.9796181482,72.7277735838,114.2769762197,0.9573098735,Samsung-Galaxy-Note3,3
