m1,s1,sk1,m2,s2,sk2,m3,s3,sk3
81.1840839893,117.3334858855,0.7923520988,51.6099925106,101.2269871477,1.4996273224,81.4766072897,117.3839662385,0.7876615349
87.8831478109,119.4492973962,0.6646739996,72.4105853011,113.5112067787,0.9693146473,87.8647509888,119.2872251008,0.6665939404
29.6813197545,80.7802016989,2.4219012237,25.19572295,75.0399160598,2.7273070725,34.4766006814,86.0387633721,2.1629619129
72.6323384144,113.5257220361,0.9631324435,45.3968882166,95.9758369676,1.7060046461,63.8471802064,108.7463942065,1.1692209792
82.0133536967,117.2147184467,0.7763456576,62.8808809132,108.3623967271,1.1900914691,80.6734627095,116.6717782908,0.8019971162
80.5985777432,117.0575901072,0.802668691,75.7415871221,114.9476730954,0.9018592549,85.301900748,118.1848193327,0.7169743707
101.3099323015,122.7244439328,0.427085542,73.8794383419,113.9111242161,0.9395450559,92.906082834,120.4993677212,0.575333909
92.0942933506,121.0316621092,0.5864569149,72.9373543723,113.9279873165,0.9595678589,81.9446051653,117.5077348104,0.778059287
95.9242645187,121.7311015387,0.5212333803,83.635501351,118.2897346247,0.743521384,92.9994076989,120.967934808,0.5730864678
73.6755267074,114.3519212982,0.945212341,65.0591965754,110.2238473512,1.1352809682,70.328931949,112.7011449156,1.0188765247
105.073799489,122.9352285966,0.3673522203,101.3840254934,122.5585228045,0.4267485776,101.595536938,122.3299370858,0.426103513
95.223001351,122.0357624691,0.5326028897,74.0221092281,114.425929407,0.9377725574,81.61545196,117.4796129329,0.7837292491
65.5735564497,110.2212392586,1.1249021426,58.0256165316,105.7146717851,1.3159019203,64.0908031798,109.2550121632,1.1618801938
75.6089067885,114.9474594874,0.9027686535,52.6105383087,102.0192131713,1.4686798122,75.7581492794,115.1226991511,0.8990977259
100.6477578223,122.8853450236,0.4390797338,89.7474141898,120.1827660447,0.6312499192,91.3865185424,120.414353338,0.6034891024
93.4892597705,120.9896022976,0.5651629345,67.8217208059,111.260630437,1.0715602999,90.2093392661,119.899628317,0.6258651543
91.6800428806,120.4983514255,0.5981568995,82.6890713111,117.8197622714,0.7631139396,92.3501620262,120.5680372884,0.5865967127
85.5773342047,118.6293628432,0.7058234679,58.156080876,105.3909533074,1.3124862397,82.426366698,117.4264510364,0.7671897694
61.7798754699,107.9762819398,1.2179739774,43.7534617794,94.9971701642,1.7633214355,60.0170264529,106.6477193595,1.2671793494
87.7625991248,119.2523105982,0.6695170781,76.6026746554,115.5399651491,0.8817625787,90.3446222979,120.0477969832,0.6214437358
94.50214599,121.3737906244,0.5457894141,78.5981873629,116.3149378032,0.8408092737,90.1457205024,119.9795719616,0.6243560438
91.2821174029,120.2984810041,0.6006535584,65.3953428493,109.8384636422,1.1309160891,82.0864632284,117.2863986202,0.7755078934
82.8076717673,117.7922575358,0.7623687431,81.0723233866,117.4113461958,0.7929347495,87.0966209469,119.4385662862,0.6787314953
78.3291135554,116.1611015562,0.8475169606,39.8747868206,91.6815165961,1.9133120132,73.9139308232,113.3919450918,0.949110918
81.887307135,117.4528146469,0.7784748546,65.1907060131,110.0016591034,1.1337625695,83.0781651394,117.8023670015,0.7557705126
77.7662314967,115.8172097155,0.8601656307,52.701491277,102.1588996948,1.4660159502,73.886398369,113.8632887839,0.9447963085
87.2528594435,119.5475576088,0.6759792287,72.8587244478,113.9683517693,0.9612274554,87.6687203849,119.6862662758,0.6683638417
91.8888848097,120.2723453143,0.5912191213,70.9315463953,112.6615900351,1.0025645045,86.7439538788,118.5938191164,0.6867799205
95.2380120222,121.1454575702,0.5349401167,73.2056924538,113.7866176318,0.9527826233,78.3806488878,115.5552705326,0.851062573
99.7591625548,122.0547794352,0.4546212999,77.5889961721,115.6191086962,0.8620137525,89.7922056117,119.6610289575,0.6323891244
90.6885800928,120.2080298008,0.6161161247,82.0044496006,117.4884870687,0.7764262044,97.851462641,121.5087688319,0.492264587
85.4113871104,118.591469505,0.7121371028,68.6765030251,111.6166630741,1.0535628586,87.2693567415,119.1010197043,0.6782259561
95.8724242246,121.8185156846,0.5223840584,81.9471691925,117.7080075554,0.7760148073,86.1064842281,118.8149993292,0.7013758347
106.1169297756,123.8679588548,0.3481760948,83.9345436345,118.3068174736,0.7377451313,92.9308517877,120.7958060471,0.5760867514
87.1428588561,119.3132851195,0.6797730735,76.8992777354,115.7897168425,0.8773725126,83.0808814027,117.9130875625,0.7572668909
68.1216581493,111.5455857485,1.0664937662,55.5806975936,104.1114460264,1.3835635107,67.4659551711,111.0548247616,1.0833140393
87.3611685464,118.9472069265,0.6745002259,69.0158954515,111.90776537,1.0457845878,82.1141163456,117.1765950722,0.7769359701
83.1150319647,118.0073854773,0.7521580705,75.5763730616,114.800687083,0.9049403896,95.3730598469,120.9753273774,0.5337487218
92.4675957472,121.0433790538,0.5805928947,65.581098743,110.1016482394,1.1255215889,71.3412510769,112.7843303329,0.9993960598
80.8698413514,117.0615202886,0.7984206369,63.1654431489,108.852225069,1.1822186822,80.0034757303,116.1315905566,0.8210529905
73.5182837465,114.1613940816,0.9469774084,40.1179871064,91.7738178407,1.9026599956,72.979223694,113.8586084164,0.9597404289
93.7587829437,121.2248090502,0.5602731368,78.8743673148,116.43234283,0.8378755673,86.1900486078,118.7584150737,0.6990051499
81.0033305921,117.465167956,0.7954633268,71.4922682683,113.4795129094,0.9904336988,71.2966106673,113.1033202493,0.998662223
87.9545736901,119.6432992929,0.6649052311,75.826612919,115.3159288862,0.8989153846,78.1026418586,115.883320014,0.8558809759
106.4926001527,123.4074192932,0.3416046229,89.2011875392,119.5286156984,0.6397195766,103.5133931019,122.786684892,0.3927687139
96.0992606027,121.650717037,0.5183163653,80.5431136435,116.9511763559,0.8041621278,90.9782865367,119.9905928498,0.6126155942
83.5226036282,118.2367608271,0.7467771836,67.6480965598,111.459619841,1.0756776097,63.6091512962,108.705472321,1.1790871366
88.2275569294,119.5662017751,0.6583379805,62.5836321761,108.5272442476,1.1971526534,79.553046924,116.4832784797,0.8254279608
86.4857952988,119.0434519854,0.6926521527,75.2349244694,114.885854746,0.9124772281,88.8109140038,119.6789271496,0.6506591786
81.2241250098,117.3101267796,0.7906184957,65.4778474507,110.1501771475,1.1270478003,79.1843896852,116.4050602158,0.8322205585
99.7606092869,122.7399127701,0.4547038536,90.569040766,120.5899694172,0.6159970698,92.9035430373,120.996575126,0.575788014
