m1,s1,sk1,m2,s2,sk2,m3,s3,sk3
100.6249159338,123.6483689462,0.4354465657,83.6488162491,119.1039687968,0.7359237656,99.3441391651,123.4371160925,0.4558865009
95.7239585794,122.5125790139,0.5191371279,76.1194855016,115.9521498411,0.8860442084,92.9158356003,121.5797367673,0.5707497312
95.5344136787,122.4322853139,0.5233443152,82.3855907863,118.6311317299,0.7602716163,93.0292682515,121.7482592372,0.5667984947
103.6587260579,124.0272295884,0.3856847902,94.2351443085,122.4978322981,0.542667346,103.7187618103,123.518899071,0.3844160628
110.3809851873,125.1232757591,0.2744072301,97.1972246991,123.0847628999,0.492555069,105.6767534657,124.3113831725,0.3521967723
119.2692700296,125.5972876378,0.1316739633,113.1588288238,125.1886461694,0.2302601366,113.406700595,125.018831009,0.2268541348
118.4413997708,126.2357711451,0.144055089,79.7378957756,117.6789427937,0.8104496831,103.5606308592,124.0890837547,0.3865394725
96.3374881733,122.6531349736,0.5085857599,75.4770408983,115.6656100031,0.8993340162,90.5076451057,120.8536829163,0.6143689333
95.8937166688,122.1854027625,0.5179816782,77.7445035451,116.9708131641,0.8499088972,101.709637139,123.2457832559,0.417386863
117.121710181,125.4769620552,0.16623809,110.1959491889,124.8456971445,0.2785845991,113.2241085043,125.0141387244,0.229932912
112.8661128466,125.0670925164,0.2344847223,103.917906828,124.0078852018,0.3800861071,110.1929581536,124.7199616171,0.2784176264
117.6966332009,125.6600762186,0.1564354364,108.2832937525,124.6754934021,0.3092224172,112.101463917,124.9687393718,0.2480527391
109.5247019381,124.9859121395,0.2878946158,94.9871809256,122.3998134281,0.53016434,113.2555649382,125.4267563119,0.2271259311
97.0961766024,122.7446391701,0.4955019505,76.9916343852,116.4736531588,0.865425042,103.5604753572,124.0626243268,0.3850646129
111.0342608832,125.0907741564,0.2639715702,96.7858948026,122.9046369992,0.4996602258,108.1872025286,124.576117004,0.3105358416
107.2091090391,124.2340200257,0.3277737871,98.6756947233,123.1471539117,0.466569902,112.6812377632,124.7216007687,0.2362220627
108.6885680102,124.6829479947,0.3016663354,98.3965638483,123.2572100617,0.4708918028,107.2506056049,124.1542447955,0.3263293397
112.394987094,125.2940667317,0.2414979699,100.9134960987,123.5881243179,0.4304545711,110.5791392078,124.8910184986,0.2728848567
88.1889653769,120.2018622737,0.6554798358,80.3695679275,117.6583465289,0.8012754841,93.2595184293,121.6962047037,0.5630911681
109.5150974742,125.3928234205,0.2873329789,90.9674834295,121.6347294711,0.5996196293,97.1898892852,122.9722597539,0.4917775245
107.9695671237,124.6396187626,0.3148852402,111.7870632821,125.501902399,0.2506505535,112.9071329824,125.2912922753,0.2338813194
116.6499957188,125.7740807337,0.1730212286,88.8148112881,120.7288101213,0.6394902918,113.0185955314,125.1252243462,0.2318121665
115.7701184013,125.3305453609,0.1878482488,111.1718909931,124.9458272797,0.262283334,110.789741263,124.7122036617,0.2696031547
102.4690846246,123.8151525769,0.4044744704,92.8687595794,121.7332954961,0.5684892804,101.0239377966,123.5127971886,0.4289586361
99.6575598748,123.3285188604,0.4513342292,79.1506690687,117.1792665352,0.822656158,94.9326410541,122.122299435,0.5333655952
111.8349673347,124.9635985592,0.2518737705,112.9691700031,125.2646822382,0.2327995916,111.7778348608,124.9007078864,0.2531090672
128.109602922,125.8775586665,-0.0104871925,111.4195655982,125.047379972,0.257981422,120.0473401938,125.584329616,0.1196622768
112.7234878905,125.5281168079,0.2352453803,81.9857682029,118.4867031629,0.7673879488,103.8848571547,123.9552655762,0.3817663583
98.987535316,122.4454820234,0.4667393995,105.6642777095,124.1077438127,0.3501970228,108.8828260326,124.3656552078,0.2985415148
125.7361163601,125.975162271,0.0278250305,108.9223197719,125.0204593154,0.2973900457,116.4959063438,125.508439304,0.1761726972
102.1996654082,123.3455098899,0.4120557322,90.6827155245,121.4431499136,0.6064726909,109.8946366403,124.4976340473,0.2821480826
104.542890999,124.0810573106,0.3698587024,98.1539702059,122.9012238864,0.4763577513,101.1095868469,123.2021809961,0.4282585443
97.7780591741,122.8757080417,0.4832879572,73.888992885,115.0910197043,0.9314972128,90.5622894654,120.5271123985,0.6145885934
108.2605851272,124.4297605438,0.3106214778,109.1705684058,124.7381282454,0.2940135706,112.5078380889,124.9441006123,0.2409126672
117.9293182647,125.6760194336,0.1521899707,92.2307501463,121.7242801991,0.5786557664,104.3733580431,123.8869845766,0.3751605588
103.577777909,124.1738312655,0.3853733745,87.4065771612,120.2647765305,0.6654431581,103.6038605836,124.1256391947,0.3854450828
109.4116320429,124.9349307346,0.2902695067,102.8405129172,124.0127770994,0.3985373581,106.3266050826,124.3598540673,0.3425161557
115.9306470032,125.6367882447,0.1841255631,100.3937719474,123.5894079198,0.4391259411,108.2391495516,124.6757768922,0.3103717776
111.9600201529,125.2406553924,0.2481446439,100.8639013717,123.66557071,0.4308771272,107.3565648096,124.5870147275,0.3237734733
105.7889665415,124.2781602048,0.3502651997,96.5106006282,122.6985552259,0.5041011845,93.1622920243,121.1477994603,0.5676417315
98.0385863981,122.9617709221,0.4799825282,93.0038157865,122.0373085484,0.564761315,103.8960312375,124.2960740965,0.3799666146
95.4417241434,122.1839148581,0.5252777233,78.0235329664,116.8495841629,0.845022021,101.7688297686,123.5095061553,0.4150727275
117.2094014255,125.3219372528,0.164559007,113.2273778194,125.0047487513,0.2292613403,113.9731902551,124.7672058733,0.2182512048
110.141355597,125.2105585646,0.2780223775,95.4335257589,122.6247343381,0.5228044944,107.1515242478,124.6776477882,0.3276503973
120.3679830536,126.2619581853,0.1126976784,89.054205657,120.9281749312,0.6348883976,119.0618850453,126.1478866047,0.1335221756
103.7120990902,123.991741666,0.3824841746,94.8484895308,122.1707330658,0.5330035125,99.8492584293,123.0249678559,0.4483195312
108.7722480244,125.1825516376,0.2998872891,90.9909320837,121.558549841,0.5993930865,106.3758993036,124.6722392387,0.340305747
122.5875339382,126.1250836417,0.0794806221,99.5710146375,123.4587378414,0.4519979036,97.6742287723,122.6974273415,0.4853915433
119.0288329114,125.3583867436,0.1331647465,109.5856891561,124.8916399435,0.2876724755,110.6932232287,124.7148169328,0.2710102382
108.6790699208,124.7897861728,0.3013582753,97.0809644701,122.6370187397,0.4956771082,99.4967387225,123.0998117238,0.4569023751
109.2757004808,125.0824476341,0.2919021142,92.625513091,121.8415155833,0.5717772661,107.6509325036,124.7054939564,0.3196089858
