m1,s1,sk1,m2,s2,sk2,m3,s3,sk3,camera,value
71.8726016702,113.3747666778,0.9846441893,58.5145358513,106.0217193713,1.30433601,75.222998414,114.7790233563,0.9146175833,HTC-1-M7,1
93.6749184974,121.0170435848,0.5618381463,82.7108635847,117.6380188113,0.7627810193,93.0565933878,120.4938225779,0.5760278406,HTC-1-M7,1
82.9124931469,117.9225514295,0.7599194386,69.6197243597,112.2688393504,1.0330714386,85.9590135005,118.7460089474,0.7038547537,HTC-1-M7,1
74.4439683192,114.5664539514,0.930135357,61.5127875842,108.0317920161,1.2244138372,78.3422014509,116.313117345,0.8482847521,HTC-1-M7,1
82.2600507617,117.5356015529,0.7716514409,65.7541556528,110.2579657347,1.1207143536,80.1471917097,116.6684471447,0.8139183065,HTC-1-M7,1
90.2301841028,119.9858034436,0.6212436199,74.4739027745,114.5297919217,0.9277772964,83.5983104734,117.8995321686,0.7468586557,HTC-1-M7,1
88.086915531,119.7859717654,0.6596791629,60.0771053611,107.0019952441,1.2610779567,79.7685429394,116.6254978818,0.8219964871,HTC-1-M7,1
106.3651274182,123.4943413069,0.3432726426,84.3529979734,118.2775308336,0.7284199755,100.4524059171,122.0162058538,0.445490874,HTC-1-M7,1
86.5240589266,118.874833178,0.692003752,68.3465325912,111.4527934188,1.0594525075,88.7732071879,119.4594239804,0.650546742,HTC-1-M7,1
94.5607030271,121.2339467665,0.5444797138,80.6889484453,117.0020352565,0.8009696058,91.2489813401,120.214346357,0.6056945171,HTC-1-M7,1
98.8135565966,122.2133170343,0.4725834163,92.9043984473,120.8858446105,0.5748892741,98.7321475074,122.0649857542,0.4748927693,HTC-1-M7,1
78.0183229069,115.7285274846,0.8531779823,53.3032013628,102.2136269534,1.4467338355,75.9240579476,114.6373147034,0.8984146185,HTC-1-M7,1
74.0811880776,114.5319210734,0.9358017853,61.6115501155,108.0634523491,1.2221912762,71.7824510005,113.4559826976,0.9850138022,HTC-1-M7,1
84.2425071468,118.2670903423,0.7330813779,68.9873098273,111.9564841015,1.0461453598,84.5892509594,118.3805756688,0.727085105,HTC-1-M7,1
106.3296368362,124.5573083195,0.3472056841,66.2178008498,110.5327080427,1.1118585677,69.1260960017,112.0847731984,1.0427127489,HTC-1-M7,1
89.0872241639,119.6477005774,0.6454645809,75.7503032484,115.3456958514,0.8988370196,91.3031631814,120.0239495088,0.6074048643,HTC-1-M7,1
86.254414601,118.8817489253,0.6952918756,69.5888752643,112.2233805018,1.0312095157,87.7572544643,119.2805569184,0.6680621398,HTC-1-M7,1
86.4375785656,119.1278042299,0.6918348418,69.3534292274,112.3009212369,1.0364142167,87.4674797345,119.4003311569,0.6739314055,HTC-1-M7,1
97.4320469142,121.5827955418,0.4956668155,78.6119280134,116.0094737042,0.841005485,88.0207043488,118.9205275721,0.6647556139,HTC-1-M7,1
91.715650699,120.625933711,0.5957135053,88.4846476543,119.7296811744,0.6542310002,91.6419437265,120.4478043982,0.5983065786,HTC-1-M7,1
92.7976126841,120.5681221319,0.5790861124,83.3103731007,118.0091957844,0.7492840758,102.1644242442,122.5826273787,0.4167758378,HTC-1-M7,1
108.6610141075,123.4777056247,0.3078651924,108.2831353286,123.8173030729,0.3119564697,114.7086857769,124.2417403322,0.2077061417,HTC-1-M7,1
83.5200094964,117.8093478262,0.7442114084,65.4892866933,109.699390601,1.1281547249,74.4703851915,113.9158892548,0.9304690204,HTC-1-M7,1
74.286885916,114.4165877446,0.9302244316,63.4371676261,108.8499854815,1.1767548552,78.9354617011,116.4889284231,0.8331793647,HTC-1-M7,1
97.7131894678,122.16096454,0.4903295425,89.2798791412,119.9821357328,0.6396785331,97.0533391584,121.9398460876,0.5019988549,HTC-1-M7,1
75.6439888784,115.0189238292,0.9035993504,65.1012702655,109.9480215465,1.1369666764,76.1074270148,115.2789368858,0.8926887812,HTC-1-M7,1
85.2266146323,118.8063874605,0.7141716397,76.2664503055,115.503415131,0.8891989821,84.9437463287,118.5279538354,0.7210036188,HTC-1-M7,1
81.9076096002,117.6916901601,0.778929185,64.7587929785,109.8932219856,1.143742562,78.3835142054,116.326089705,0.8478039026,HTC-1-M7,1
93.4245863683,120.9591976002,0.5648841793,78.0311224839,116.1469854233,0.8547552969,81.4998120301,117.1412729624,0.7900068382,HTC-1-M7,1
96.1084914435,121.2215821442,0.5200293376,74.3299860981,114.2016003335,0.9286385981,88.0888750196,118.9991679306,0.6632994647,HTC-1-M7,1
88.9988846628,119.801233176,0.6454181706,75.9817767074,115.3489900489,0.8953296115,89.5136912104,119.8923918959,0.6376791673,HTC-1-M7,1
93.6368122455,120.4244298925,0.5639145675,73.2033513961,113.2665850735,0.9548409242,97.5694206219,121.4492955253,0.4933310572,HTC-1-M7,1
70.1658832139,112.5184635997,1.0216803939,58.2029120653,106.0045906307,1.3089317476,71.7480395324,113.2851448787,0.9864869562,HTC-1-M7,1
93.1652701089,121.0468232066,0.5710775483,88.8247603873,120.0772254236,0.647148023,93.7042043586,121.0412201168,0.5624778178,HTC-1-M7,1
81.1840839893,117.3334858855,0.7923520988,51.6099925106,101.2269871477,1.4996273224,81.4766072897,117.3839662385,0.7876615349,HTC-1-M7,1
87.8831478109,119.4492973962,0.6646739996,72.4105853011,113.5112067787,0.9693146473,87.8647509888,119.2872251008,0.6665939404,HTC-1-M7,1
29.6813197545,80.7802016989,2.4219012237,25.19572295,75.0399160598,2.7273070725,34.4766006814,86.0387633721,2.1629619129,HTC-1-M7,1
72.6323384144,113.5257220361,0.9631324435,45.3968882166,95.9758369676,1.7060046461,63.8471802064,108.7463942065,1.1692209792,HTC-1-M7,1
82.0133536967,117.2147184467,0.7763456576,62.8808809132,108.3623967271,1.1900914691,80.6734627095,116.6717782908,0.8019971162,HTC-1-M7,1
80.5985777432,117.0575901072,0.802668691,75.7415871221,114.9476730954,0.9018592549,85.301900748,118.1848193327,0.7169743707,HTC-1-M7,1
101.3099323015,122.7244439328,0.427085542,73.8794383419,113.9111242161,0.9395450559,92.906082834,120.4993677212,0.575333909,HTC-1-M7,1
92.0942933506,121.0316621092,0.5864569149,72.9373543723,113.9279873165,0.9595678589,81.9446051653,117.5077348104,0.778059287,HTC-1-M7,1
95.9242645187,121.7311015387,0.5212333803,83.635501351,118.2897346247,0.743521384,92.9994076989,120.967934808,0.5730864678,HTC-1-M7,1
73.6755267074,114.3519212982,0.945212341,65.0591965754,110.2238473512,1.1352809682,70.328931949,112.7011449156,1.0188765247,HTC-1-M7,1
105.073799489,122.9352285966,0.3673522203,101.3840254934,122.5585228045,0.4267485776,101.595536938,122.3299370858,0.426103513,HTC-1-M7,1
95.223001351,122.0357624691,0.5326028897,74.0221092281,114.425929407,0.9377725574,81.61545196,117.4796129329,0.7837292491,HTC-1-M7,1
65.5735564497,110.2212392586,1.1249021426,58.0256165316,105.7146717851,1.3159019203,64.0908031798,109.2550121632,1.1618801938,HTC-1-M7,1
75.6089067885,114.9474594874,0.9027686535,52.6105383087,102.0192131713,1.4686798122,75.7581492794,115.1226991511,0.8990977259,HTC-1-M7,1
100.6477578223,122.8853450236,0.4390797338,89.7474141898,120.1827660447,0.6312499192,91.3865185424,120.414353338,0.6034891024,HTC-1-M7,1
93.4892597705,120.9896022976,0.5651629345,67.8217208059,111.260630437,1.0715602999,90.2093392661,119.899628317,0.6258651543,HTC-1-M7,1
91.6800428806,120.4983514255,0.5981568995,82.6890713111,117.8197622714,0.7631139396,92.3501620262,120.5680372884,0.5865967127,HTC-1-M7,1
85.5773342047,118.6293628432,0.7058234679,58.156080876,105.3909533074,1.3124862397,82.426366698,117.4264510364,0.7671897694,HTC-1-M7,1
61.7798754699,107.9762819398,1.2179739774,43.7534617794,94.9971701642,1.7633214355,60.0170264529,106.6477193595,1.2671793494,HTC-1-M7,1
87.7625991248,119.2523105982,0.6695170781,76.6026746554,115.5399651491,0.8817625787,90.3446222979,120.0477969832,0.6214437358,HTC-1-M7,1
94.50214599,121.3737906244,0.5457894141,78.5981873629,116.3149378032,0.8408092737,90.1457205024,119.9795719616,0.6243560438,HTC-1-M7,1
91.2821174029,120.2984810041,0.6006535584,65.3953428493,109.8384636422,1.1309160891,82.0864632284,117.2863986202,0.7755078934,HTC-1-M7,1
82.8076717673,117.7922575358,0.7623687431,81.0723233866,117.4113461958,0.7929347495,87.0966209469,119.4385662862,0.6787314953,HTC-1-M7,1
78.3291135554,116.1611015562,0.8475169606,39.8747868206,91.6815165961,1.9133120132,73.9139308232,113.3919450918,0.949110918,HTC-1-M7,1
81.887307135,117.4528146469,0.7784748546,65.1907060131,110.0016591034,1.1337625695,83.0781651394,117.8023670015,0.7557705126,HTC-1-M7,1
77.7662314967,115.8172097155,0.8601656307,52.701491277,102.1588996948,1.4660159502,73.886398369,113.8632887839,0.9447963085,HTC-1-M7,1
87.2528594435,119.5475576088,0.6759792287,72.8587244478,113.9683517693,0.9612274554,87.6687203849,119.6862662758,0.6683638417,HTC-1-M7,1
91.8888848097,120.2723453143,0.5912191213,70.9315463953,112.6615900351,1.0025645045,86.7439538788,118.5938191164,0.6867799205,HTC-1-M7,1
95.2380120222,121.1454575702,0.5349401167,73.2056924538,113.7866176318,0.9527826233,78.3806488878,115.5552705326,0.851062573,HTC-1-M7,1
99.7591625548,122.0547794352,0.4546212999,77.5889961721,115.6191086962,0.8620137525,89.7922056117,119.6610289575,0.6323891244,HTC-1-M7,1
90.6885800928,120.2080298008,0.6161161247,82.0044496006,117.4884870687,0.7764262044,97.851462641,121.5087688319,0.492264587,HTC-1-M7,1
85.4113871104,118.591469505,0.7121371028,68.6765030251,111.6166630741,1.0535628586,87.2693567415,119.1010197043,0.6782259561,HTC-1-M7,1
95.8724242246,121.8185156846,0.5223840584,81.9471691925,117.7080075554,0.7760148073,86.1064842281,118.8149993292,0.7013758347,HTC-1-M7,1
106.1169297756,123.8679588548,0.3481760948,83.9345436345,118.3068174736,0.7377451313,92.9308517877,120.7958060471,0.5760867514,HTC-1-M7,1
87.1428588561,119.3132851195,0.6797730735,76.8992777354,115.7897168425,0.8773725126,83.0808814027,117.9130875625,0.7572668909,HTC-1-M7,1
68.1216581493,111.5455857485,1.0664937662,55.5806975936,104.1114460264,1.3835635107,67.4659551711,111.0548247616,1.0833140393,HTC-1-M7,1
87.3611685464,118.9472069265,0.6745002259,69.0158954515,111.90776537,1.0457845878,82.1141163456,117.1765950722,0.7769359701,HTC-1-M7,1
83.1150319647,118.0073854773,0.7521580705,75.5763730616,114.800687083,0.9049403896,95.3730598469,120.9753273774,0.5337487218,HTC-1-M7,1
92.4675957472,121.0433790538,0.5805928947,65.581098743,110.1016482394,1.1255215889,71.3412510769,112.7843303329,0.9993960598,HTC-1-M7,1
80.8698413514,117.0615202886,0.7984206369,63.1654431489,108.852225069,1.1822186822,80.0034757303,116.1315905566,0.8210529905,HTC-1-M7,1
73.5182837465,114.1613940816,0.9469774084,40.1179871064,91.7738178407,1.9026599956,72.979223694,113.8586084164,0.9597404289,HTC-1-M7,1
93.7587829437,121.2248090502,0.5602731368,78.8743673148,116.43234283,0.8378755673,86.1900486078,118.7584150737,0.6990051499,HTC-1-M7,1
81.0033305921,117.465167956,0.7954633268,71.4922682683,113.4795129094,0.9904336988,71.2966106673,113.1033202493,0.998662223,HTC-1-M7,1
87.9545736901,119.6432992929,0.6649052311,75.826612919,115.3159288862,0.8989153846,78.1026418586,115.883320014,0.8558809759,HTC-1-M7,1
106.4926001527,123.4074192932,0.3416046229,89.2011875392,119.5286156984,0.6397195766,103.5133931019,122.786684892,0.3927687139,HTC-1-M7,1
96.0992606027,121.650717037,0.5183163653,80.5431136435,116.9511763559,0.8041621278,90.9782865367,119.9905928498,0.6126155942,HTC-1-M7,1
83.5226036282,118.2367608271,0.7467771836,67.6480965598,111.459619841,1.0756776097,63.6091512962,108.705472321,1.1790871366,HTC-1-M7,1
88.2275569294,119.5662017751,0.6583379805,62.5836321761,108.5272442476,1.1971526534,79.553046924,116.4832784797,0.8254279608,HTC-1-M7,1
86.4857952988,119.0434519854,0.6926521527,75.2349244694,114.885854746,0.9124772281,88.8109140038,119.6789271496,0.6506591786,HTC-1-M7,1
81.2241250098,117.3101267796,0.7906184957,65.4778474507,110.1501771475,1.1270478003,79.1843896852,116.4050602158,0.8322205585,HTC-1-M7,1
99.7606092869,122.7399127701,0.4547038536,90.569040766,120.5899694172,0.6159970698,92.9035430373,120.996575126,0.575788014,HTC-1-M7,1
118.1266156299,125.7264047258,0.1498533378,110.7221055137,125.0982463819,0.2692933836,112.5697137844,125.153053548,0.2398394654,LG-Nexus-5x,2
102.175708584,123.4960724041,0.4110076641,99.961973442,123.3219970632,0.4469274823,106.9972570625,124.3535936304,0.3296780008,LG-Nexus-5x,2
108.8277161511,124.942660955,0.2998686786,103.317457693,124.289449456,0.3899876384,109.4254946047,125.1319419791,0.2899642795,LG-Nexus-5x,2
109.9219801443,124.9477883228,0.2824107724,105.5544686818,124.4331475402,0.3534945263,107.93513737,124.6354497325,0.3151358883,LG-Nexus-5x,2
90.7553846674,121.1927532372,0.6063960413,97.691007079,123.419157812,0.4820750913,94.6750486026,122.2849757815,0.536537478,LG-Nexus-5x,2
113.3847422505,125.7202544061,0.2255705844,93.1624805787,122.1165970051,0.5618719758,106.7161456693,124.7192491839,0.3337520201,LG-Nexus-5x,2
118.3347816509,125.7688625932,0.1444345432,95.5369082722,122.3806584223,0.5209295967,107.727230601,124.0341832071,0.3197293642,LG-Nexus-5x,2
111.4609174881,125.0986595114,0.2566288882,107.7999474771,124.7624131576,0.3157077318,109.0068986796,124.6670437338,0.2973117152,LG-Nexus-5x,2
111.7695930899,124.9456816683,0.2513800932,90.7880861835,121.2180423976,0.6036077412,111.3946365583,124.6770265115,0.259830707,LG-Nexus-5x,2
97.0866143767,122.7298681237,0.4958720816,85.6807852819,119.4094049885,0.7005769822,96.1242911372,122.3271560731,0.5141955751,LG-Nexus-5x,2
100.9662394954,123.6565657323,0.4299609871,96.2094837694,122.8686390086,0.5084540894,102.2275192147,123.8941787268,0.4076703938,LG-Nexus-5x,2
108.4133953012,124.9498089019,0.3066533771,101.1789637923,124.0027834933,0.4246925495,112.1354344641,125.4733490972,0.2459432051,LG-Nexus-5x,2
113.3769194165,125.3389813152,0.2248982418,99.8908147846,123.448224657,0.4459804624,111.4620969578,124.6960103462,0.2583435489,LG-Nexus-5x,2
118.3516591967,125.5911436,0.1456519401,108.6504049778,124.808406575,0.3023221654,112.6017658993,125.0837774153,0.2389120746,LG-Nexus-5x,2
105.4796695057,124.1811016726,0.3555759602,97.3191651805,122.9919290172,0.490411998,112.497591113,125.154040395,0.2395272227,LG-Nexus-5x,2
112.9455470653,125.3005917955,0.2315995276,99.7403213938,123.3068120178,0.4494188813,112.7610326056,125.1110087036,0.2361407637,LG-Nexus-5x,2
93.4480631469,121.7729056311,0.5580270866,86.1160028633,119.7183010417,0.6889379972,91.8690292475,121.2529988031,0.5866562461,LG-Nexus-5x,2
96.9688717115,122.8342783729,0.4976449753,91.0606127337,121.6516188425,0.5978877909,105.3756455466,124.4983227171,0.3564398073,LG-Nexus-5x,2
115.9061900464,125.5382454617,0.185639103,110.3394731205,124.9916791645,0.2759994104,112.6550709404,125.1119314733,0.2388638384,LG-Nexus-5x,2
113.5144890807,125.2197440839,0.2240953162,111.0512244636,125.0859939845,0.2638413029,109.5703254585,124.6481005997,0.2890541133,LG-Nexus-5x,2
117.7001315042,125.5386328423,0.156866768,106.5773707004,124.3101193786,0.3375060891,114.5876408868,125.098558467,0.2080133724,LG-Nexus-5x,2
105.2841695175,123.9848357415,0.3570212406,98.045305299,122.8400804155,0.477605272,102.9813459913,123.5367207662,0.3967125982,LG-Nexus-5x,2
143.0058141023,125.0855181287,-0.2492756152,108.170336547,125.1834415411,0.3086448451,100.193919051,123.3976138512,0.4435966751,LG-Nexus-5x,2
112.1148530014,125.0053038521,0.2452734545,102.0932347766,123.8701860395,0.4096452016,109.8734513771,124.8619131448,0.2823824918,LG-Nexus-5x,2
116.4602879346,125.726113904,0.1756848364,105.0627562995,124.4688631814,0.3610008321,109.5215790213,124.8666170296,0.2889688793,LG-Nexus-5x,2
108.6592490729,124.7992620648,0.3020537867,96.1543527278,122.4467107262,0.5119534172,104.4297011966,124.0489906733,0.3726907683,LG-Nexus-5x,2
113.6878997452,125.2498326202,0.2213253483,109.872990038,124.9183993618,0.2832319999,110.9156225231,124.8579069706,0.2668812302,LG-Nexus-5x,2
105.3475989209,124.6350198198,0.3565543231,86.0706822274,120.085480828,0.6896879434,104.2891364783,124.3607128947,0.3735543959,LG-Nexus-5x,2
110.0243707581,125.0186117278,0.2792364343,87.0101822654,120.3696584246,0.6720599864,99.0241201178,122.6433481867,0.4649808265,LG-Nexus-5x,2
118.9196737771,125.7613251574,0.13681203,107.7542608865,124.6378008153,0.3180732252,111.3480568153,125.0223963618,0.2594467711,LG-Nexus-5x,2
98.3511419228,122.9948217954,0.4745796153,92.2926894041,121.7519827417,0.5783663483,102.116881991,123.8396847798,0.4107137849,LG-Nexus-5x,2
97.921383069,122.9908461276,0.4797799351,70.7730026521,113.6609321361,0.9955547882,100.3466827221,123.1589566116,0.44163212,LG-Nexus-5x,2
104.1236213959,123.9881179931,0.3773233883,96.8542879681,122.6399499236,0.5004607546,99.9473788068,123.1857419756,0.448054126,LG-Nexus-5x,2
100.0774017024,123.5849653842,0.4440219506,66.4575980614,111.2172647861,1.0966688044,87.43094144,120.0749641922,0.6683032395,LG-Nexus-5x,2
105.6583487851,124.2895764996,0.351329781,94.4954634583,122.504035785,0.5389256676,105.519645252,124.1782116237,0.3555039961,LG-Nexus-5x,2
110.9251151994,124.400052526,0.265920075,102.7416031372,123.6842200132,0.3986111993,113.9015151441,124.9468720806,0.2179325644,LG-Nexus-5x,2
100.2098126529,123.3047184971,0.4434382619,82.3935076924,118.5528663809,0.7601067537,104.8382435391,124.0641944933,0.3658128512,LG-Nexus-5x,2
116.074161995,126.0584732086,0.1817169631,75.2026446333,115.7310970048,0.9025252495,100.7208877426,123.5544270659,0.4346268413,LG-Nexus-5x,2
113.6628941025,125.5419925677,0.2212887,94.7317574648,122.3031398855,0.5350905853,110.4532565534,125.01660396,0.2733011253,LG-Nexus-5x,2
102.7920717429,123.7798500673,0.4006258486,83.467594643,118.9795304095,0.7386903807,108.8097243382,124.6010833445,0.2992368116,LG-Nexus-5x,2
102.8945038567,123.787070669,0.3973661514,94.8399114131,122.2567418101,0.5332624899,103.5354473242,123.9081172944,0.3863979963,LG-Nexus-5x,2
110.071151932,125.0880466345,0.280299734,110.5316081631,125.5131998455,0.2710701858,115.2172559176,125.65456347,0.196195167,LG-Nexus-5x,2
104.1671410462,124.0707156055,0.3762922216,97.5909869687,122.9716205043,0.4861947945,106.0846409937,124.34988143,0.345376312,LG-Nexus-5x,2
101.1048700344,123.6437535045,0.4267043119,79.1584921488,117.0275447132,0.8252386824,91.0710680298,120.9662087226,0.6034313491,LG-Nexus-5x,2
101.4446011767,123.3104640585,0.4230169475,88.2710747879,120.3104022206,0.6502048605,102.6224171575,123.6354546812,0.4018821635,LG-Nexus-5x,2
94.6853064866,122.2775359897,0.5368310121,89.4105788776,120.8322667059,0.6305828462,90.3773071873,120.9982362631,0.6139592183,LG-Nexus-5x,2
97.8460995895,122.908951334,0.4809032572,71.26930341,113.5969045643,0.9873900569,81.1790185789,117.5468183003,0.7879357839,LG-Nexus-5x,2
104.0471271167,124.095948256,0.3792797694,93.1415320131,122.006938463,0.5634587475,107.3985984971,124.5165999577,0.3247770365,LG-Nexus-5x,2
107.2704577828,124.635764014,0.3233013021,82.1493334409,118.7667030754,0.7631241984,95.6275365856,121.6888628384,0.5235098048,LG-Nexus-5x,2
111.1350345549,125.4925712593,0.2598416917,80.7683541588,118.0434253391,0.7914282308,94.8687548225,122.2999371466,0.5347161982,LG-Nexus-5x,2
112.405250063,124.5537774567,0.2414374276,102.3985362471,123.6072416562,0.4044815359,115.0654345264,125.0481782261,0.1987586517,LG-Nexus-5x,2
96.6793915049,122.6372252956,0.5038093961,89.3404847037,120.7871035347,0.6328129651,95.4720105394,122.3050001627,0.5249021183,LG-Nexus-5x,2
90.3216498501,120.940800412,0.6158573674,80.5556068975,117.8061735275,0.7967450227,87.9017639801,120.1776853473,0.660137736,LG-Nexus-5x,2
109.8155281065,124.895434722,0.2840632716,96.8074535659,122.7766174202,0.498882243,105.5736992617,124.1226807385,0.352528011,LG-Nexus-5x,2
99.5479226702,123.3156812468,0.4541634191,90.997083353,121.4924374177,0.6005767764,86.6829915898,119.4860452238,0.6852741622,LG-Nexus-5x,2
110.4736628303,125.0023902874,0.2734691098,89.3857222577,120.7856873557,0.6298894309,98.6337109014,122.7144759728,0.4720446621,LG-Nexus-5x,2
147.011475409,124.3473587288,-0.3148592978,106.3773030866,124.8525009862,0.3383827319,104.4758512587,124.2302635356,0.3713624457,LG-Nexus-5x,2
127.5117025109,126.4722136175,-0.0009673137,113.2710869263,125.8070555116,0.2256502283,113.5573093821,125.63181416,0.2211018327,LG-Nexus-5x,2
110.1400882064,124.6996264007,0.2779747862,102.6276497675,124.1570683078,0.4008970521,111.6567858094,125.0002400653,0.2551817447,LG-Nexus-5x,2
103.5885281341,124.0110648932,0.3861085864,93.6811271239,122.009457592,0.5542032415,103.5170583907,123.9529681221,0.38837449,LG-Nexus-5x,2
107.7726417824,124.5176469924,0.316959677,98.6405934239,123.0330535116,0.4686568088,105.0172665469,124.0470052359,0.3629593706,LG-Nexus-5x,2
93.5695804267,121.8301611836,0.5558647851,79.8868489091,117.4854796675,0.8081155929,91.041440385,120.7345706207,0.6020691772,LG-Nexus-5x,2
109.2877855955,124.4184780954,0.2942687006,104.5494483287,124.1627943396,0.3692243502,109.8129252521,124.5829665364,0.2841386667,LG-Nexus-5x,2
107.6675137262,124.5112119316,0.3187589451,100.2929846611,123.763372785,0.4389674211,108.5771837043,124.159610472,0.3046687719,LG-Nexus-5x,2
112.5859124852,125.0012183975,0.2392230627,101.7666887453,123.5671957847,0.415419396,111.8929829551,124.6793856603,0.2513351016,LG-Nexus-5x,2
115.4744865153,125.2512680092,0.1927583308,113.0549922708,125.2974515924,0.230519657,110.4151196841,124.7330512568,0.2746044453,LG-Nexus-5x,2
119.5988916545,125.6972565496,0.1254036045,104.7447121933,124.0865654959,0.3669305906,111.2041829222,124.7810310258,0.2621457391,LG-Nexus-5x,2
114.4139474318,125.5089411114,0.2090846457,109.4523567577,125.1822473807,0.2885690812,111.6939548099,125.1605958846,0.2535033855,LG-Nexus-5x,2
115.6154038197,125.5633225418,0.1885090938,89.8902354248,120.9541598084,0.6203698968,109.0111977034,124.2128451441,0.2973798593,LG-Nexus-5x,2
103.4912668723,124.0679599543,0.3878061705,87.9402265343,120.4120928456,0.6569165675,104.2909966793,124.1776045353,0.3744005495,LG-Nexus-5x,2
115.948037722,125.6202810193,0.1831786271,86.3914551642,119.723070647,0.6830514448,109.1708443071,124.5572050801,0.2935451578,LG-Nexus-5x,2
109.2551609282,124.7459376402,0.2927863422,103.7775958667,124.1470936106,0.3818035192,109.5389912282,124.7480704485,0.2879520144,LG-Nexus-5x,2
98.8906970099,123.0296401951,0.4647501745,93.2897338816,121.9062994284,0.5603562483,98.2252946993,122.8749900283,0.475779259,LG-Nexus-5x,2
120.0536176035,125.5074493842,0.1189252948,113.1471178653,125.0159901359,0.2305967323,114.2543955564,124.9457826904,0.2133820956,LG-Nexus-5x,2
115.1574995932,125.141385303,0.1983449053,112.2229899724,125.0028328391,0.2456742833,115.6539827544,125.1809042745,0.1906619177,LG-Nexus-5x,2
84.1327673913,118.8226307592,0.7308855061,71.8724963027,113.8488250774,0.9770233467,85.5558182523,119.3239544416,0.7036001727,LG-Nexus-5x,2
111.3863987242,125.039000021,0.2569540224,103.8653877446,124.1682676486,0.3791000727,108.7623242729,124.5692665108,0.301132962,LG-Nexus-5x,2
109.5445391891,124.9390317686,0.2882159023,105.8477302283,124.7756570782,0.3474102457,106.2181845829,124.5533044078,0.3420885442,LG-Nexus-5x,2
113.7235439073,124.9216899575,0.2214546894,107.5881586527,124.937719441,0.318857505,116.2171455243,125.4421064206,0.180005671,LG-Nexus-5x,2
110.2718021863,125.1038714194,0.2748847785,82.5833424371,118.6746829216,0.7552354849,103.407762618,123.6129536958,0.3901732901,LG-Nexus-5x,2
106.9087194147,124.2056066043,0.3315368304,95.9467458087,122.9371899767,0.5130866013,105.3846865617,123.3119585578,0.3594904862,LG-Nexus-5x,2
93.442457857,121.893537757,0.5587276292,68.0545454486,112.0476871321,1.0602205627,84.3928801893,118.9744165261,0.7260775841,LG-Nexus-5x,2
99.475272637,123.1402456498,0.4563537265,86.2877574641,119.9428946702,0.6859005603,107.6018977807,124.5742972275,0.319487795,LG-Nexus-5x,2
107.8530190191,124.7109083481,0.3153284412,95.9800140542,122.4798552688,0.5139919421,103.984157248,123.9314063688,0.380008613,LG-Nexus-5x,2
106.9675608525,124.5383672608,0.3306258495,103.5144306035,124.0457698309,0.3877829636,105.1061492354,124.1476208833,0.3621013361,LG-Nexus-5x,2
112.8787556689,125.1896813692,0.2344750544,111.5492442733,125.2048830304,0.2555544074,114.8524988747,125.3590880708,0.2028431456,LG-Nexus-5x,2
114.389594143,125.0989804247,0.2096847199,105.4480774177,124.2017754931,0.354697853,110.0780721818,124.5958929214,0.2805321913,LG-Nexus-5x,2
104.6469471083,124.3165149447,0.3677128866,91.4355978888,121.5363987025,0.5921335111,103.2289831973,124.0049986113,0.3910013551,LG-Nexus-5x,2
108.7253558011,124.8271763733,0.3016164263,92.3710802174,122.1003836923,0.5753147917,103.2258905443,123.1146906831,0.392550398,LG-Nexus-5x,2
100.631905651,123.419510062,0.4358377827,77.4938225676,116.7527990388,0.8552980151,105.9783128819,124.0580263029,0.3454502111,LG-Nexus-5x,2
107.4965821543,124.7389798365,0.3202836824,89.4772861257,120.915993071,0.6267229609,105.303697897,124.1469474894,0.3588048007,LG-Nexus-5x,2
117.0370002939,125.0727519164,0.1654269997,108.8597722027,124.6651780383,0.2991610329,113.4052785225,124.9308802113,0.2261134134,LG-Nexus-5x,2
130.3547959741,126.5682729939,-0.0467087952,85.5761913128,119.8351385909,0.6990986227,84.5824963618,119.0745032841,0.7202224051,LG-Nexus-5x,2
106.1508055431,123.7338697682,0.3465534671,120.7053085895,125.720395125,0.1074181518,127.5775643398,125.6939804378,-0.0017870102,LG-Nexus-5x,2
103.8381064907,123.7992079801,0.3818070628,89.3167139734,120.8953107529,0.631321596,100.5343011529,122.8682220002,0.4388934965,LG-Nexus-5x,2
104.5788993115,124.2761309498,0.3678954129,76.6374799389,116.1805187008,0.8722054356,105.9293407371,123.8166733657,0.3474056377,LG-Nexus-5x,2
102.7660573875,123.9707676798,0.3999944659,79.2586042808,117.3836629643,0.8209475585,108.6225952958,124.7115663944,0.3025315876,LG-Nexus-5x,2
105.971262637,124.4986814297,0.3465510194,96.0191422489,122.6730040362,0.5132324641,106.5703214397,124.6016649585,0.3366931973,LG-Nexus-5x,2
114.2408805777,125.5155874766,0.2108362074,90.5286865952,121.508133902,0.6085907309,105.4421024824,123.3601506121,0.3602744027,LG-Nexus-5x,2
95.9539284271,122.5768580138,0.5161581022,94.4199869956,122.5002847609,0.5398554797,101.0260307586,123.7499906078,0.4294561548,LG-Nexus-5x,2
102.2521877723,123.6816706495,0.4080687375,94.2579452016,122.0987785452,0.5441648241,102.577446401,123.7678493919,0.4034505679,LG-Nexus-5x,2
112.2261575878,125.7610599339,0.2437752944,88.4481969148,120.8745589002,0.6453989299,102.6726098618,124.1566729299,0.3976160092,LG-Nexus-5x,2
152.9932042503,123.6074935549,-0.4146940276,111.7805002113,125.7006093312,0.250012567,86.3503784374,119.5044564565,0.6899504015,LG-Nexus-5x,2
